interview_id,role,model,num_samples,ca_score,ca_confidence,ca_std,exp_score,exp_confidence,exp_std,ps_score,ps_confidence,ps_std,rel_score,rel_confidence,rel_std,prof_score,prof_confidence,prof_std,comm_score,comm_confidence,comm_std,overall_weighted_score,avg_latency_ms,total_cost,avg_cost_per_sample
customer_service_representative_027,Customer Service Representative,gpt-3.5-turbo,5,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.35,941.4999485015869,0.005764999999999999,0.001153
customer_service_representative_028,Customer Service Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,899.4478225708008,0.004275,0.0008550000000000001
customer_service_representative_029,Customer Service Representative,gpt-3.5-turbo,5,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.4898979485566356,9.0,high,0.0,8.35,1024.6894836425781,0.0057425,0.0011485
customer_service_representative_030,Customer Service Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.39999999999999997,7.6,771.9271659851074,0.004125,0.000825
customer_service_representative_031,Customer Service Representative,gpt-3.5-turbo,5,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.45,1150.0802516937256,0.0059299999999999995,0.001186
customer_service_representative_032,Customer Service Representative,gpt-3.5-turbo,5,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.6,1223.4338283538818,0.006187499999999999,0.0012374999999999999
customer_service_representative_033,Customer Service Representative,gpt-3.5-turbo,5,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.0,9.0,high,0.0,9.0,high,0.39999999999999997,8.4,863.4981632232666,0.005385,0.001077
customer_service_representative_034,Customer Service Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,822.8746891021729,0.004229999999999999,0.0008459999999999999
customer_service_representative_035,Customer Service Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,860.3156566619873,0.00469,0.0009379999999999999
customer_service_representative_036,Customer Service Representative,gpt-3.5-turbo,5,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.35,942.2627925872803,0.0055025,0.0011005
customer_service_representative_037,Customer Service Representative,gpt-3.5-turbo,5,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,2.0,high,0.0,2.0,high,0.0,2.5,906.8934440612793,0.0037324999999999997,0.0007465
customer_service_representative_038,Customer Service Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,894.9714660644531,0.0042225,0.0008445
customer_service_representative_039,Customer Service Representative,gpt-3.5-turbo,5,3.0,high,0.4898979485566356,2.0,high,0.4898979485566356,3.0,high,0.4898979485566356,2.0,high,0.0,2.0,high,0.4898979485566356,2.0,high,0.0,2.5,783.8871479034424,0.0040325,0.0008064999999999999
customer_service_representative_040,Customer Service Representative,gpt-3.5-turbo,5,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,medium,0.9797958971132712,3.0,high,0.0,2.0,high,0.0,2.55,1079.6460151672363,0.003855,0.000771
customer_service_representative_041,Customer Service Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,818.8347339630127,0.0044624999999999995,0.0008924999999999998
customer_service_representative_042,Customer Service Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,1126.2014389038086,0.0043575,0.0008715000000000001
customer_service_representative_043,Customer Service Representative,gpt-3.5-turbo,5,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.35,839.640474319458,0.00611,0.001222
customer_service_representative_044,Customer Service Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,962.7151966094971,0.00434,0.0008680000000000001
customer_service_representative_045,Customer Service Representative,gpt-3.5-turbo,5,7.0,high,0.39999999999999997,8.0,high,0.39999999999999997,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.39999999999999997,7.6,901.4023780822754,0.0048125,0.0009625
customer_service_representative_046,Customer Service Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,899.9440670013428,0.004765,0.0009530000000000001
customer_service_representative_047,Customer Service Representative,gpt-3.5-turbo,5,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.48989794855663565,8.0,high,0.48989794855663565,9.0,high,0.0,8.35,962.9519939422607,0.005985,0.001197
customer_service_representative_048,Customer Service Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,959.9894523620605,0.004255,0.000851
customer_service_representative_049,Customer Service Representative,gpt-3.5-turbo,5,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,medium,0.9797958971132712,3.0,high,0.0,2.0,high,0.0,2.55,1007.2783470153809,0.0036175,0.0007235
customer_service_representative_050,Customer Service Representative,gpt-3.5-turbo,5,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.35,1012.311601638794,0.005762499999999999,0.0011524999999999999
sales_representative_001,Sales Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,6.0,high,0.48989794855663565,7.0,high,0.48989794855663565,8.0,high,0.0,7.35,1026.5021324157715,0.0034899999999999996,0.0006979999999999999
sales_representative_002,Sales Representative,gpt-3.5-turbo,5,4.0,high,0.39999999999999997,2.0,high,0.0,3.0,high,0.39999999999999997,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,2.9,969.9808120727539,0.0032074999999999994,0.0006414999999999999
sales_representative_003,Sales Representative,gpt-3.5-turbo,5,4.0,high,0.0,3.0,high,0.0,4.0,high,0.6324555320336759,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.4,839.1048431396484,0.0031925,0.0006385
sales_representative_004,Sales Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,7.0,high,0.48989794855663565,8.0,high,0.48989794855663565,8.0,high,0.0,7.45,771.2319850921631,0.00341,0.000682
sales_representative_005,Sales Representative,gpt-3.5-turbo,5,3.0,high,0.0,2.0,high,0.0,2.0,high,0.0,1.0,high,0.0,2.0,high,0.0,2.0,high,0.0,2.3,847.3279476165771,0.0031450000000000002,0.000629
sales_representative_006,Sales Representative,gpt-3.5-turbo,5,4.0,high,0.0,3.0,high,0.0,2.0,high,0.0,1.0,high,0.4898979485566356,2.0,high,0.4898979485566356,3.0,high,0.4898979485566356,3.05,1034.7508430480957,0.0033125,0.0006625
sales_representative_007,Sales Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.45,1131.6734313964844,0.0033875,0.0006774999999999999
sales_representative_008,Sales Representative,gpt-3.5-turbo,5,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.35,879.8852443695068,0.004735,0.0009469999999999999
sales_representative_009,Sales Representative,gpt-3.5-turbo,5,4.0,high,0.4898979485566356,2.0,high,0.0,3.0,high,0.39999999999999997,2.0,high,0.4898979485566356,3.0,high,0.4898979485566356,2.0,high,0.0,2.9,926.3318538665771,0.0031349999999999998,0.000627
sales_representative_010,Sales Representative,gpt-3.5-turbo,5,4.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,2.9,1085.6204509735107,0.0033525,0.0006705
sales_representative_011,Sales Representative,gpt-3.5-turbo,5,4.0,high,0.0,3.0,high,0.0,2.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.1,995.6867694854736,0.0033525,0.0006705
sales_representative_012,Sales Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,7.0,high,0.48989794855663565,8.0,high,0.48989794855663565,8.0,high,0.0,7.45,1144.2075729370117,0.0034525,0.0006904999999999999
sales_representative_013,Sales Representative,gpt-3.5-turbo,5,3.0,high,0.0,1.0,high,0.0,2.0,high,0.0,1.0,high,0.0,2.0,high,0.0,2.0,high,0.0,1.95,1141.514492034912,0.0035375,0.0007075
sales_representative_014,Sales Representative,gpt-3.5-turbo,5,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.35,829.2619705200195,0.004615,0.000923
sales_representative_015,Sales Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,6.0,high,0.0,8.0,high,0.39999999999999997,8.0,high,0.0,7.4,1254.3678283691406,0.0035424999999999996,0.0007084999999999999
sales_representative_016,Sales Representative,gpt-3.5-turbo,5,4.0,high,0.0,3.0,high,0.0,2.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.1,883.2757949829102,0.0032614999999999996,0.0006523
sales_representative_017,Sales Representative,gpt-3.5-turbo,5,4.0,high,0.48989794855663565,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,2.9,1018.5487270355225,0.00347,0.000694
sales_representative_018,Sales Representative,gpt-3.5-turbo,5,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.35,919.2476749420166,0.005192499999999999,0.0010385
sales_representative_019,Sales Representative,gpt-3.5-turbo,5,3.0,high,0.0,2.0,high,0.0,2.0,high,0.0,1.0,high,0.0,2.0,high,0.0,2.0,high,0.0,2.3,810.5477333068848,0.0032599999999999994,0.0006519999999999999
sales_representative_020,Sales Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,6.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.4,783.497953414917,0.00366,0.000732
sales_representative_021,Sales Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,820.887565612793,0.0035275,0.0007055
sales_representative_022,Sales Representative,gpt-3.5-turbo,5,4.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,2.9,845.4455852508545,0.0032025,0.0006405
sales_representative_023,Sales Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.45,689.3205165863037,0.0037099999999999998,0.0007419999999999999
sales_representative_024,Sales Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.45,805.6873321533203,0.0034374999999999996,0.0006875
sales_representative_025,Sales Representative,gpt-3.5-turbo,5,4.0,high,0.0,3.0,high,0.0,2.0,high,0.0,2.0,high,0.0,3.0,high,0.0,3.0,high,0.39999999999999997,3.15,712.2581481933594,0.0031125,0.0006225
sales_representative_026,Sales Representative,gpt-3.5-turbo,5,3.0,high,0.39999999999999997,2.0,high,0.0,2.0,high,0.39999999999999997,1.0,high,0.4,2.0,high,0.39999999999999997,2.0,high,0.0,2.3,884.7430229187012,0.0030949999999999997,0.000619
sales_representative_027,Sales Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.45,942.1489715576172,0.0037549999999999997,0.0007509999999999999
sales_representative_028,Sales Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.7999999999999999,8.0,high,0.48989794855663565,7.0,high,0.48989794855663565,8.0,high,0.48989794855663565,8.0,high,0.0,7.6,907.9815864562988,0.0034574999999999996,0.0006915
sales_representative_029,Sales Representative,gpt-3.5-turbo,5,4.0,high,0.0,3.0,high,0.0,2.0,high,0.0,5.0,low,1.469693845669907,3.0,high,0.0,2.0,high,0.0,3.25,853.6309242248535,0.0033274999999999997,0.0006655
sales_representative_030,Sales Representative,gpt-3.5-turbo,5,4.0,high,0.0,2.0,high,0.39999999999999997,3.0,high,0.39999999999999997,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,2.9,861.0339164733887,0.00323,0.000646
sales_representative_031,Sales Representative,gpt-3.5-turbo,5,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,8.0,high,0.0,6.65,1083.5373401641846,0.0034425,0.0006885
sales_representative_032,Sales Representative,gpt-3.5-turbo,5,7.0,high,0.48989794855663565,8.0,high,0.48989794855663565,8.0,high,0.39999999999999997,7.0,high,0.0,8.0,high,0.0,9.0,high,0.48989794855663565,7.65,947.1245765686035,0.005165,0.001033
sales_representative_033,Sales Representative,gpt-3.5-turbo,5,4.0,high,0.39999999999999997,3.0,high,0.0,2.0,high,0.8000000000000002,2.0,high,0.0,3.0,high,0.0,2.0,high,0.8000000000000002,3.1,1322.2354412078857,0.00327,0.000654
sales_representative_034,Sales Representative,gpt-3.5-turbo,5,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.35,893.0898666381836,0.0048075,0.0009615
sales_representative_035,Sales Representative,gpt-3.5-turbo,5,3.0,high,0.39999999999999997,2.0,high,0.0,2.0,high,0.39999999999999997,2.0,high,0.0,2.0,high,0.39999999999999997,2.0,high,0.0,2.35,1248.6013889312744,0.0031875,0.0006374999999999999
sales_representative_036,Sales Representative,gpt-3.5-turbo,5,3.0,high,0.0,2.0,high,0.0,2.0,medium,0.9797958971132712,1.0,high,0.4898979485566356,2.0,high,0.4898979485566356,2.0,high,0.0,2.3,815.7088756561279,0.0031299999999999995,0.0006259999999999999
sales_representative_037,Sales Representative,gpt-3.5-turbo,5,4.0,high,0.0,3.0,high,0.0,2.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.1,1005.1878452301025,0.0031799999999999997,0.000636
sales_representative_038,Sales Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,6.0,high,0.0,8.0,high,0.48989794855663565,8.0,high,0.0,7.4,935.5446338653564,0.0035424999999999996,0.0007084999999999999
sales_representative_039,Sales Representative,gpt-3.5-turbo,5,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,8.0,high,0.0,6.65,909.4669818878174,0.0035700000000000003,0.000714
sales_representative_040,Sales Representative,gpt-3.5-turbo,5,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.35,802.7602672576904,0.0048275,0.0009655
sales_representative_041,Sales Representative,gpt-3.5-turbo,5,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.35,870.6829071044922,0.0045024999999999996,0.0009004999999999999
sales_representative_042,Sales Representative,gpt-3.5-turbo,5,4.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,2.9,820.3261852264404,0.0033125,0.0006625
sales_representative_043,Sales Representative,gpt-3.5-turbo,5,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,8.0,high,0.0,6.65,932.0828437805176,0.00347,0.000694
sales_representative_044,Sales Representative,gpt-3.5-turbo,5,5.0,high,0.0,4.0,high,0.0,3.0,high,0.0,2.0,high,0.0,4.0,high,0.4898979485566356,3.0,high,0.4898979485566356,4.05,963.9514923095703,0.002985,0.000597
sales_representative_045,Sales Representative,gpt-3.5-turbo,5,4.0,high,0.0,3.0,high,0.0,2.0,high,0.4898979485566356,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.1,969.1734313964844,0.0032575,0.0006515
sales_representative_046,Sales Representative,gpt-3.5-turbo,5,7.0,high,0.39999999999999997,8.0,high,0.39999999999999997,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.39999999999999997,7.6,769.886064529419,0.0047475,0.0009495
sales_representative_047,Sales Representative,gpt-3.5-turbo,5,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,6.0,high,0.39999999999999997,7.0,high,0.39999999999999997,8.0,high,0.0,7.35,851.2747287750244,0.00358,0.000716
sales_representative_048,Sales Representative,gpt-3.5-turbo,5,5.0,high,0.0,4.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,4.0,high,0.0,4.05,683.137845993042,0.0032424999999999997,0.0006485
sales_representative_049,Sales Representative,gpt-3.5-turbo,5,3.0,high,0.0,2.0,high,0.0,2.0,high,0.8000000000000002,1.0,high,0.0,2.0,high,0.0,2.0,high,0.0,2.3,807.7840805053711,0.0031875,0.0006374999999999999
sales_representative_050,Sales Representative,gpt-3.5-turbo,5,4.0,high,0.39999999999999997,2.0,high,0.39999999999999997,3.0,high,0.39999999999999997,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,2.9,884.7739696502686,0.00321,0.000642
field_technician_001,Field Technician,gpt-3.5-turbo,5,8.0,high,0.0,9.0,high,0.0,8.0,high,0.39999999999999997,8.0,high,0.39999999999999997,8.0,high,0.39999999999999997,9.0,high,0.39999999999999997,8.4,819.2399978637695,0.0051125,0.0010225
field_technician_002,Field Technician,gpt-3.5-turbo,5,3.0,high,0.0,4.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.0,high,0.39999999999999997,2.0,high,0.0,3.25,696.648645401001,0.0045024999999999996,0.0009004999999999999
field_technician_003,Field Technician,gpt-3.5-turbo,5,3.0,high,0.0,4.0,high,0.0,3.0,high,0.0,2.0,high,0.8000000000000002,3.0,high,0.0,2.0,high,0.0,3.25,916.3308143615723,0.0044975,0.0008994999999999999
field_technician_004,Field Technician,gpt-3.5-turbo,5,4.0,high,0.4898979485566356,3.0,high,0.4898979485566356,3.0,high,0.4898979485566356,2.0,high,1.16619037896906,3.0,high,0.39999999999999997,2.0,high,0.0,3.25,752.7683734893799,0.004195,0.000839
field_technician_005,Field Technician,gpt-3.5-turbo,5,3.0,high,0.0,4.0,medium,0.9797958971132712,2.0,high,0.0,2.0,high,0.4898979485566356,3.0,high,0.4898979485566356,2.0,high,0.0,3.1,865.5896663665771,0.00422,0.0008439999999999999
field_technician_006,Field Technician,gpt-3.5-turbo,5,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,4.0,medium,0.9797958971132712,2.0,high,0.4898979485566356,2.0,high,0.0,2.6,938.2608890533447,0.004252499999999999,0.0008504999999999999
field_technician_007,Field Technician,gpt-3.5-turbo,5,7.0,high,0.48989794855663565,8.0,high,0.48989794855663565,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,1011.8223190307617,0.004592499999999999,0.0009184999999999998
field_technician_008,Field Technician,gpt-3.5-turbo,5,3.0,high,0.0,2.0,high,0.0,3.0,high,0.4898979485566356,1.0,high,0.0,2.0,high,0.0,2.0,high,0.0,2.45,880.6213855743408,0.0038699999999999997,0.000774
field_technician_009,Field Technician,gpt-3.5-turbo,5,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.35,975.9956359863281,0.0053549999999999995,0.001071
field_technician_010,Field Technician,gpt-3.5-turbo,5,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,8.3,885.4197978973389,0.0050425,0.0010085
field_technician_011,Field Technician,gpt-3.5-turbo,5,8.0,high,0.0,9.0,high,0.0,9.0,high,0.39999999999999997,8.0,high,0.39999999999999997,9.0,high,0.39999999999999997,9.0,high,0.0,8.6,1169.8743343353271,0.006385,0.001277
field_technician_012,Field Technician,gpt-3.5-turbo,5,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.39999999999999997,8.0,high,0.0,8.0,high,0.39999999999999997,8.3,972.695255279541,0.0050575,0.0010115
