interview_id,role,model,num_samples,ca_score,ca_confidence,ca_std,exp_score,exp_confidence,exp_std,ps_score,ps_confidence,ps_std,rel_score,rel_confidence,rel_std,prof_score,prof_confidence,prof_std,comm_score,comm_confidence,comm_std,overall_weighted_score,avg_latency_ms,total_cost,avg_cost_per_sample
customer_service_representative_011,Customer Service Representative,gpt-4o,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,897.2887992858887,0.030677500000000007,0.004382500000000001
customer_service_representative_012,Customer Service Representative,gpt-4o,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,781.4549377986363,0.02688,0.00384
customer_service_representative_013,Customer Service Representative,gpt-4o,7,8.0,high,0.0,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.15,709.9387986319406,0.038430000000000006,0.005490000000000001
customer_service_representative_014,Customer Service Representative,gpt-4o,7,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.5,1090.266636439732,0.039935000000000005,0.005705000000000001
customer_service_representative_015,Customer Service Representative,gpt-4o,7,4.0,high,0.0,3.0,high,0.0,3.0,high,0.4948716593053935,5.0,high,0.0,5.0,high,0.0,4.0,high,0.0,3.6,981.5359796796527,0.024832499999999997,0.0035474999999999994
customer_service_representative_016,Customer Service Representative,gpt-4o,7,3.0,high,0.4517539514526256,2.0,high,0.0,3.0,high,0.0,4.0,high,0.0,4.0,high,0.0,5.0,high,0.3499271061118826,2.85,1037.6496996198382,0.0256025,0.0036575
customer_service_representative_017,Customer Service Representative,gpt-4o,7,4.0,high,0.0,3.0,high,0.0,4.0,high,0.0,5.0,high,0.0,5.0,high,0.0,5.0,high,0.4948716593053935,3.8,1352.3363385881696,0.0270725,0.0038675
customer_service_representative_018,Customer Service Representative,gpt-4o,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,4.0,high,0.4517539514526256,4.0,high,0.0,4.0,high,0.0,2.8,951.8915925707136,0.0261625,0.0037375000000000004
customer_service_representative_019,Customer Service Representative,gpt-4o,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,3.0,high,0.0,2.6,941.3785934448242,0.027142499999999996,0.0038774999999999994
customer_service_representative_020,Customer Service Representative,gpt-4o,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,4.0,high,0.0,3.0,high,0.0,4.0,high,0.34992710611188266,2.75,1003.0649389539446,0.0254275,0.0036325
customer_service_representative_021,Customer Service Representative,gpt-4o,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.45175395145262565,8.0,high,0.0,9.0,high,0.0,7.75,1487.5931058611188,0.03134250000000001,0.0044775000000000014
customer_service_representative_022,Customer Service Representative,gpt-4o,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.3499271061118825,8.0,high,0.0,9.0,high,0.0,7.75,931.933913912092,0.030415000000000005,0.004345000000000001
customer_service_representative_023,Customer Service Representative,gpt-4o,7,4.0,high,0.45175395145262565,3.0,high,0.0,4.0,high,0.0,5.0,high,0.3499271061118826,5.0,high,0.3499271061118826,4.0,high,0.0,3.75,984.2501367841448,0.0265825,0.0037974999999999997
customer_service_representative_024,Customer Service Representative,gpt-4o,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,3.0,high,0.0,4.0,high,0.0,4.0,high,0.0,2.75,925.5121776035854,0.0255675,0.0036525
customer_service_representative_025,Customer Service Representative,gpt-4o,7,8.0,high,0.0,6.0,high,0.3499271061118826,7.0,high,0.3499271061118826,7.0,high,0.0,8.0,high,0.0,8.0,high,0.3499271061118826,7.1,782.5281620025635,0.030834999999999994,0.004404999999999999
customer_service_representative_026,Customer Service Representative,gpt-4o,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.75,914.9245875222342,0.03071250000000001,0.004387500000000002
customer_service_representative_027,Customer Service Representative,gpt-4o,7,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.5,969.9594974517822,0.039654999999999996,0.005664999999999999
customer_service_representative_028,Customer Service Representative,gpt-4o,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,916.7420864105225,0.02933,0.00419
customer_service_representative_029,Customer Service Representative,gpt-4o,7,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.5,1041.165556226458,0.0396375,0.0056625
customer_service_representative_030,Customer Service Representative,gpt-4o,7,7.0,high,0.0,6.0,high,0.4948716593053935,7.0,high,0.0,8.0,high,0.9035079029052512,8.0,high,0.4517539514526256,8.0,high,0.0,6.8,980.9724262782505,0.02808750000000001,0.004012500000000001
customer_service_representative_031,Customer Service Representative,gpt-4o,7,8.0,high,0.0,8.0,high,0.45175395145262565,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.15,1073.2643944876534,0.0409325,0.005847499999999999
customer_service_representative_032,Customer Service Representative,gpt-4o,7,8.0,high,0.0,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.15,791.1633423396519,0.04242000000000001,0.006060000000000002
customer_service_representative_033,Customer Service Representative,gpt-4o,7,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.5,986.4301340920584,0.037065,0.005295
customer_service_representative_034,Customer Service Representative,gpt-4o,7,7.0,high,0.4948716593053935,7.0,high,0.3499271061118826,8.0,high,0.3499271061118826,7.0,high,0.5345224838248488,8.0,high,0.3499271061118826,8.0,high,0.0,7.25,1149.9194417681013,0.029050000000000003,0.00415
customer_service_representative_035,Customer Service Representative,gpt-4o,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,786.534105028425,0.0322,0.0046
customer_service_representative_036,Customer Service Representative,gpt-4o,7,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.5,882.1015698569162,0.03781749999999999,0.0054024999999999984
customer_service_representative_037,Customer Service Representative,gpt-4o,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,5.0,high,0.0,4.0,high,0.0,4.0,high,0.0,2.85,910.0305352892194,0.0254275,0.0036325
customer_service_representative_038,Customer Service Representative,gpt-4o,7,8.0,high,0.0,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.15,860.1509502955845,0.028822499999999997,0.0041175
customer_service_representative_039,Customer Service Representative,gpt-4o,7,4.0,high,0.0,2.0,high,0.0,3.0,high,0.0,5.0,high,0.0,4.0,high,0.0,4.0,high,0.0,3.2,996.2123462132046,0.027317499999999998,0.0039024999999999997
customer_service_representative_040,Customer Service Representative,gpt-4o,7,3.0,high,0.3499271061118826,2.0,high,0.0,3.0,high,0.0,4.0,high,0.3499271061118826,4.0,high,0.0,4.0,high,0.0,2.8,895.1740264892578,0.026144999999999998,0.0037349999999999996
customer_service_representative_041,Customer Service Representative,gpt-4o,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.4948716593053935,7.6,917.2482490539551,0.030625000000000003,0.004375
customer_service_representative_042,Customer Service Representative,gpt-4o,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.45175395145262565,7.65,969.8483603341239,0.029907499999999997,0.004272499999999999
customer_service_representative_043,Customer Service Representative,gpt-4o,7,8.0,high,0.0,8.0,high,0.0,8.0,high,0.0,9.0,high,0.9035079029052513,9.0,high,0.45175395145262565,9.0,high,0.0,8.15,981.6088676452637,0.04213999999999999,0.0060199999999999984
customer_service_representative_044,Customer Service Representative,gpt-4o,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1066.6959285736084,0.0296275,0.0042325
customer_service_representative_045,Customer Service Representative,gpt-4o,7,8.0,high,0.0,8.0,high,0.0,8.0,high,0.0,9.0,medium,0.989743318610787,9.0,high,0.4948716593053935,9.0,high,0.0,8.15,744.8748861040388,0.03297,0.00471
customer_service_representative_046,Customer Service Representative,gpt-4o,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,medium,0.8806305718527109,8.0,high,0.0,9.0,high,0.0,7.75,1052.2611481802803,0.03284750000000001,0.004692500000000001
customer_service_representative_047,Customer Service Representative,gpt-4o,7,8.0,high,0.0,9.0,high,0.45175395145262565,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.5,875.4945823124477,0.04105500000000001,0.005865000000000001
customer_service_representative_048,Customer Service Representative,gpt-4o,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,788.0353246416364,0.029137499999999997,0.0041624999999999995
customer_service_representative_049,Customer Service Representative,gpt-4o,7,4.0,high,0.0,3.0,high,0.0,4.0,high,0.0,5.0,high,0.0,5.0,high,0.0,5.0,high,0.3499271061118826,3.8,948.0953897748675,0.024552499999999998,0.0035074999999999998
customer_service_representative_050,Customer Service Representative,gpt-4o,7,8.0,high,0.0,8.0,high,0.0,8.0,high,0.0,5.0,high,0.45175395145262565,8.0,high,0.0,9.0,high,0.0,7.9,776.8194334847586,0.03960250000000001,0.005657500000000002
sales_representative_001,Sales Representative,gpt-4o,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,927.3444925035749,0.023905000000000003,0.0034150000000000005
sales_representative_002,Sales Representative,gpt-4o,7,3.0,high,0.49487165930539345,2.0,high,0.0,3.0,high,0.0,5.0,high,0.0,4.0,high,0.4948716593053935,4.0,high,0.0,2.85,1010.378394808088,0.021769999999999998,0.0031099999999999995
sales_representative_003,Sales Representative,gpt-4o,7,5.0,high,0.0,4.0,high,0.0,5.0,high,0.0,6.0,high,0.0,6.0,high,0.0,5.0,high,0.0,4.75,960.4943820408413,0.021629999999999996,0.0030899999999999994
sales_representative_004,Sales Representative,gpt-4o,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,851.9321169172015,0.0231175,0.0033025
sales_representative_005,Sales Representative,gpt-4o,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,5.0,high,0.0,4.0,high,0.0,4.0,high,0.0,2.85,809.9513735089984,0.021245,0.003035
sales_representative_006,Sales Representative,gpt-4o,7,4.0,high,0.0,3.0,high,0.0,4.0,high,0.0,5.0,high,0.0,5.0,high,0.0,5.0,high,0.0,3.8,1144.2736557551793,0.022207500000000005,0.003172500000000001
sales_representative_007,Sales Representative,gpt-4o,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1229.6579224722725,0.023065,0.0032949999999999998
sales_representative_008,Sales Representative,gpt-4o,7,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.35,701.9797052655902,0.03255,0.0046500000000000005
sales_representative_009,Sales Representative,gpt-4o,7,4.0,high,0.0,3.0,high,0.0,5.0,high,0.0,5.0,high,0.0,5.0,high,0.0,4.0,high,0.0,3.9,1005.6981699807303,0.0212975,0.0030425
sales_representative_010,Sales Representative,gpt-4o,7,4.0,high,0.45175395145262565,3.0,high,0.45175395145262565,4.0,high,0.45175395145262565,3.0,high,0.45175395145262565,4.0,high,0.45175395145262565,4.0,high,0.0,3.6,1207.9739911215645,0.0227325,0.0032475
sales_representative_011,Sales Representative,gpt-4o,7,4.0,high,0.0,3.0,high,0.0,4.0,high,0.0,5.0,high,0.0,5.0,high,0.0,5.0,high,0.0,3.8,1789.6762575422015,0.022855,0.003265
sales_representative_012,Sales Representative,gpt-4o,7,8.0,high,0.0,8.0,high,0.4948716593053935,7.0,high,0.3499271061118826,7.0,high,0.4517539514526256,8.0,high,0.0,9.0,high,0.0,7.85,1095.3498567853655,0.0234325,0.0033474999999999998
sales_representative_013,Sales Representative,gpt-4o,7,4.0,high,0.0,3.0,high,0.0,4.0,high,0.0,5.0,high,0.0,5.0,high,0.0,4.0,high,0.0,3.75,1201.7454760415214,0.02394,0.00342
sales_representative_014,Sales Representative,gpt-4o,7,8.0,high,0.0,8.0,high,0.0,8.0,high,0.45175395145262565,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.0,1425.8500507899694,0.031675,0.004525
sales_representative_015,Sales Representative,gpt-4o,7,8.0,high,0.3499271061118826,7.0,high,0.0,8.0,high,0.3499271061118826,7.0,high,0.3499271061118826,8.0,high,0.0,9.0,high,0.34992710611188255,7.65,1523.341178894043,0.024045,0.003435
sales_representative_016,Sales Representative,gpt-4o,7,4.0,high,0.0,3.0,high,0.0,4.0,high,0.0,5.0,high,0.0,5.0,high,0.0,4.0,high,0.4517539514526256,3.75,1510.6667791094098,0.022329999999999996,0.0031899999999999993
sales_representative_017,Sales Representative,gpt-4o,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,5.0,high,0.0,4.0,high,0.0,4.0,high,0.0,2.85,1319.7712898254395,0.023467500000000002,0.0033525000000000004
sales_representative_018,Sales Representative,gpt-4o,7,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.35,1038.254805973598,0.03556,0.00508
sales_representative_019,Sales Representative,gpt-4o,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,5.0,high,0.0,4.0,high,0.0,4.0,high,0.0,2.85,1256.0229982648577,0.02212,0.00316
sales_representative_020,Sales Representative,gpt-4o,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1126.1745861598424,0.025042500000000002,0.0035775000000000004
sales_representative_021,Sales Representative,gpt-4o,7,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.85,1494.7526114327568,0.0240625,0.0034375
sales_representative_022,Sales Representative,gpt-4o,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,5.0,high,0.0,4.0,high,0.0,4.0,high,0.0,2.85,1083.3022253853935,0.0217175,0.0031025000000000002
sales_representative_023,Sales Representative,gpt-4o,7,8.0,high,0.0,7.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,9.0,high,0.4948716593053935,7.55,1037.9244259425573,0.025305,0.003615
sales_representative_024,Sales Representative,gpt-4o,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.45175395145262565,7.65,989.772047315325,0.023257499999999997,0.0033224999999999995
sales_representative_025,Sales Representative,gpt-4o,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,5.0,high,0.0,4.0,high,0.0,4.0,high,0.0,2.85,1019.160338810512,0.0211225,0.0030174999999999998
sales_representative_026,Sales Representative,gpt-4o,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,5.0,high,0.0,4.0,high,0.0,4.0,high,0.3499271061118826,2.85,1011.8304320744106,0.02093,0.00299
sales_representative_027,Sales Representative,gpt-4o,7,8.0,high,0.0,8.0,high,0.3499271061118826,7.0,high,0.3499271061118826,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.85,1007.3122978210449,0.0256725,0.0036675
sales_representative_028,Sales Representative,gpt-4o,7,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.8,760.3232179369245,0.023590000000000003,0.0033700000000000006
sales_representative_029,Sales Representative,gpt-4o,7,4.0,high,0.0,3.0,high,0.0,5.0,high,0.4948716593053935,5.0,high,0.0,5.0,high,0.0,4.0,high,0.0,3.9,1249.267544065203,0.022487499999999997,0.0032124999999999996
sales_representative_030,Sales Representative,gpt-4o,7,4.0,high,0.0,2.0,high,0.3499271061118826,3.0,high,0.3499271061118826,5.0,high,0.0,6.0,high,0.4948716593053935,4.0,high,0.0,3.3,1155.9536457061768,0.0217175,0.0031025000000000002
sales_representative_031,Sales Representative,gpt-4o,7,7.0,high,0.0,5.0,high,0.0,6.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,6.2,1116.3209165845599,0.023415000000000002,0.0033450000000000003
sales_representative_032,Sales Representative,gpt-4o,7,8.0,high,0.0,9.0,high,0.34992710611188255,8.0,high,0.0,8.0,high,0.6998542122237652,9.0,high,0.4948716593053935,9.0,high,0.0,8.45,1004.3491976601737,0.0353325,0.005047500000000001
sales_representative_033,Sales Representative,gpt-4o,7,4.0,high,0.0,3.0,high,0.0,4.0,high,0.0,5.0,high,0.0,5.0,high,0.0,4.0,high,0.0,3.75,1280.0186361585345,0.022242500000000002,0.0031775
sales_representative_034,Sales Representative,gpt-4o,7,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,8.0,high,0.6998542122237652,9.0,high,0.4948716593053935,9.0,high,0.0,8.45,798.8415445600237,0.0328825,0.0046975
sales_representative_035,Sales Representative,gpt-4o,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,5.0,high,0.0,4.0,high,0.0,4.0,high,0.0,2.85,1280.799422945295,0.021437499999999998,0.0030624999999999997
sales_representative_036,Sales Representative,gpt-4o,7,4.0,high,0.0,2.0,high,0.0,3.0,high,0.0,5.0,high,0.0,4.0,high,0.0,4.0,high,0.0,3.2,1192.5309385572161,0.0211925,0.0030275
sales_representative_037,Sales Representative,gpt-4o,7,4.0,high,0.0,3.0,high,0.0,4.0,high,0.0,5.0,high,0.0,5.0,high,0.0,4.0,high,0.0,3.75,948.9723273686001,0.021665,0.003095
sales_representative_038,Sales Representative,gpt-4o,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.34992710611188255,7.6,837.1079649244036,0.024185,0.003455
sales_representative_039,Sales Representative,gpt-4o,7,7.0,high,0.0,6.0,high,0.45175395145262565,7.0,high,0.3499271061118826,6.0,high,0.3499271061118826,7.0,high,0.3499271061118826,8.0,high,0.3499271061118826,6.65,1048.3731201716832,0.024395000000000007,0.003485000000000001
sales_representative_040,Sales Representative,gpt-4o,7,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,8.0,high,0.34992710611188255,9.0,high,0.0,9.0,high,0.0,8.45,907.6340539114816,0.03304000000000001,0.004720000000000001
sales_representative_041,Sales Representative,gpt-4o,7,8.0,high,0.0,9.0,high,0.3499271061118826,8.0,high,0.3499271061118826,7.0,medium,0.880630571852711,8.0,high,0.4948716593053935,9.0,high,0.0,8.35,916.5820734841483,0.030870000000000005,0.004410000000000001
sales_representative_042,Sales Representative,gpt-4o,7,4.0,high,0.0,3.0,high,0.49487165930539345,4.0,high,0.49487165930539345,5.0,high,0.0,5.0,high,0.0,4.0,high,0.0,3.75,1570.810147694179,0.02254,0.00322
sales_representative_043,Sales Representative,gpt-4o,7,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,8.0,high,0.0,6.65,1106.452567236764,0.023485,0.003355
sales_representative_044,Sales Representative,gpt-4o,7,4.0,high,0.0,3.0,high,0.0,4.0,high,0.0,5.0,high,0.0,5.0,high,0.0,4.0,high,0.0,3.75,1250.314371926444,0.020229999999999998,0.0028899999999999998
sales_representative_045,Sales Representative,gpt-4o,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,5.0,high,0.0,4.0,high,0.0,4.0,high,0.0,2.85,1138.540097645351,0.022050000000000004,0.0031500000000000005
sales_representative_046,Sales Representative,gpt-4o,7,8.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.0,1255.4795742034912,0.0327075,0.0046725000000000004
sales_representative_047,Sales Representative,gpt-4o,7,8.0,high,0.45175395145262565,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.45175395145262565,7.65,1376.321826662336,0.0243775,0.0034825
sales_representative_048,Sales Representative,gpt-4o,7,4.0,high,0.0,3.0,high,0.0,4.0,high,0.0,5.0,high,0.0,5.0,high,0.0,4.0,high,0.0,3.75,2123.0524948665075,0.02191,0.00313
sales_representative_049,Sales Representative,gpt-4o,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,5.0,high,0.0,4.0,high,0.0,4.0,high,0.0,2.85,1305.975982121059,0.021577499999999996,0.0030824999999999993
sales_representative_050,Sales Representative,gpt-4o,7,4.0,high,0.0,3.0,high,0.0,4.0,high,0.0,5.0,high,0.0,5.0,high,0.0,5.0,high,0.4948716593053935,3.8,1277.6739256722587,0.0217875,0.0031125000000000002
field_technician_001,Field Technician,gpt-4o,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.4517539514526256,7.6,698.2514517647879,0.035,0.005
field_technician_002,Field Technician,gpt-4o,7,3.0,high,0.0,3.0,high,0.0,4.0,high,0.4517539514526256,4.0,high,0.0,4.0,high,0.0,3.0,high,0.3499271061118826,3.25,773.8794939858573,0.030555000000000006,0.004365000000000001
field_technician_003,Field Technician,gpt-4o,7,3.0,high,0.0,3.0,high,0.0,3.0,high,0.0,5.0,high,0.0,4.0,high,0.0,4.0,high,0.0,3.2,774.1003377096994,0.03046750000000001,0.004352500000000001
field_technician_004,Field Technician,gpt-4o,7,3.0,high,0.0,3.0,high,0.4517539514526256,3.0,high,0.49487165930539345,4.0,high,0.0,4.0,high,0.0,3.0,high,0.4517539514526256,3.1,784.696306501116,0.02821,0.00403
field_technician_005,Field Technician,gpt-4o,7,3.0,high,0.0,3.0,high,0.0,3.0,high,0.49487165930539345,2.0,high,0.0,3.0,high,0.0,4.0,high,0.45175395145262565,3.0,900.7382392883301,0.028839999999999998,0.0041199999999999995
field_technician_006,Field Technician,gpt-4o,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,4.0,high,0.0,4.0,high,0.0,3.0,high,0.0,2.75,735.1036412375314,0.028805,0.004115
field_technician_007,Field Technician,gpt-4o,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,945.7553795405796,0.0315,0.0045
field_technician_008,Field Technician,gpt-4o,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,3.0,high,0.49487165930539345,2.6,805.7458741324289,0.02618,0.00374
field_technician_009,Field Technician,gpt-4o,7,8.0,high,0.0,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.15,804.6707766396659,0.036715,0.005245
field_technician_010,Field Technician,gpt-4o,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,705.3748198917934,0.03440499999999999,0.004914999999999998
field_technician_011,Field Technician,gpt-4o,7,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.0,high,0.4948716593053935,9.0,high,0.0,8.45,752.7112279619489,0.043715000000000004,0.0062450000000000006
field_technician_012,Field Technician,gpt-4o,7,8.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.95,853.6713804517474,0.034632500000000004,0.0049475000000000005
field_technician_013,Field Technician,gpt-4o,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,3.0,high,0.0,2.6,950.6517818995884,0.028735000000000004,0.004105
field_technician_014,Field Technician,gpt-4o,7,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.0,high,0.4948716593053935,9.0,high,0.0,8.45,870.908430644444,0.0462875,0.0066125
field_technician_015,Field Technician,gpt-4o,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.4517539514526256,2.55,881.0475553785052,0.0301175,0.0043025
field_technician_016,Field Technician,gpt-4o,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,4.0,high,0.0,4.0,high,0.0,3.0,high,0.0,2.75,921.1045333317348,0.0270725,0.0038675
field_technician_017,Field Technician,gpt-4o,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,4.0,high,0.0,4.0,high,0.0,3.0,high,0.0,2.75,1060.783965247018,0.0288575,0.0041225
